tares 6.15937645579268
lares 6.114793783875177
rales 6.096830602742278
rates 6.084061819641828
ranes 6.076799032713859
nares 6.074924674941593
reais 6.04956907677858
teras 6.047397415697389
soare 6.043722976131018
tales 6.014181323903099
aeros 6.003460493234189
sater 5.989388504595534
tears 5.989259549402058
seria 5.988829301629276
saner 5.987262504109075
arles 5.985784075181217
tores 5.984705612775623
dares 5.979373816164478
serai 5.9730761563875685
pares 5.972348930787765
reals 5.972134259703712
salet 5.969929559917003
mares 5.963080321581246
saine 5.960623390002741
lanes 5.951932715638023
reans 5.9456125734760406
lears 5.944961382137104
lores 5.941949893133145
laers 5.937771448109834
raise 5.934644237721558
cares 5.929949227245966
seral 5.925247373136992
roles 5.923358169325326
tires 5.921597723214089
tarse 5.91272938352046
aloes 5.912502432500704
sared 5.91040742663025
aures 5.907598425957553
rotes 5.906417082702039
nears 5.903597992095623
nates 5.902053283162291
rones 5.901997585742935
toeas 5.899253773223415
earls 5.898271435308613
teals 5.887598080298604
taels 5.882106208620605
rames 5.881820401495092
sorel 5.881191235852887
earns 5.878608709411327
taros 5.8705340025329535
toras 5.869814025098194
tries 5.867421225646752
strae 5.867306976633728
rapes 5.866211754961458
leats 5.864849953470186
raits 5.863501039210348
taser 5.8605804733313365
riles 5.857244997754553
hares 5.851181022911996
arets 5.847035669680775
laris 5.846316136269501
aeons 5.8431031717618716
dales 5.843005433195889
toles 5.841455042425496
rites 5.840408833833595
races 5.8401131235074315
gares 5.837054429671982
bares 5.837038625105972
rails 5.836523201831004
pales 5.832014772475569
rines 5.831423149492007
ranse 5.829213017375378
soler 5.829014381830251
males 5.8255902028317506
dears 5.82337273209288
leans 5.821327049571036
slate 5.817681007428861
tones 5.814939169176129
ranis 5.8118479005389805
siren 5.811307323360503
snare 5.809790990178249
neats 5.809686991612797
laser 5.807662823220247
dores 5.8065231174330485
naris 5.806354399155047
lairs 5.804148629178693
neals 5.803075752288758
ratos 5.802000473040967
rains 5.801334603071508
pears 5.801229321252814
reads 5.799204772185511
pores 5.798941617884314
rotas 5.797313117230171
panes 5.793347076020267
mores 5.793234663895061
dates 5.792447407570049
stare 5.791684236281806
roues 5.788488063571813
pates 5.787756138835974
manes 5.786791812456532
orles 5.786146611753867
netas 5.783309250342477
roans 5.782850605987015
relos 5.780244847574321
liras 5.78007796555608
saute 5.778910467363367
lotes 5.778325573901396
mates 5.777833362531899
airts 5.777392885104735
resat 5.777375481641368
lades 5.7759155482614215
tiars 5.775789871861886
tames 5.775288144512208
ioras 5.775274914596864
tiles 5.77451382437229
solei 5.7744920406716655
leirs 5.773998519957675
arise 5.773869743438858
sarin 5.766612642228982
setal 5.765446061745889
reast 5.765041440642485
sacre 5.764874873793396
rials 5.763981808143329
sorta 5.76366275082902
salue 5.7623001595278565
rages 5.7618299865369105
slane 5.761658301997258
reins 5.7615340163091195
tarns 5.761119550553655
siler 5.760402576970994
aesir 5.759303449647131
tapes 5.758578936145508
lames 5.758544907246801
noles 5.758376720462015
cores 5.757377853941422
renos 5.755900037952671
apres 5.7546069345341335
stoae 5.754568599703161
reaps 5.754257836313677
arose 5.753289387655128
canes 5.753191023552718
reams 5.751193785015446
repas 5.748609312966478
tails 5.74819527509232
raile 5.747468012085662
aides 5.747388100469573
cates 5.746363871643071
antes 5.743958341659942
saned 5.743879944123342
tines 5.741620438315381
sarge 5.741025997763009
tiers 5.739533185676981
soral 5.739307380889949
sored 5.738449089508973
daris 5.73811783357226
ayres 5.737490590328054
taces 5.7365112458957865
solar 5.7364622004617924
airns 5.732554909296121
aunes 5.732000400874533
saice 5.7319941402367895
roate 5.7295418821420405
serin 5.728594704364305
liars 5.728338135300455
deals 5.727922507615313
sated 5.7275733371223145
mires 5.726793020202105
riels 5.726220332305515
notes 5.726158472130699
sonar 5.723976458575249
eards 5.72356538729779
slier 5.72259614834911
rakes 5.722193495236651
seron 5.721860905268229
torse 5.721771750243918
kaies 5.721493995994217
parse 5.721427888186918
roset 5.720357739002561
rants 5.719508679759944
tolas 5.719048523021374
raine 5.7185503017684765
aisle 5.718470468995714
rodes 5.717195072535756
terns 5.71607760669132
sayer 5.715746158371318
laces 5.715255684329752
pelas 5.714887755053398
braes 5.7130890921106285
marse 5.711512563866823
teils 5.711406154136145
acres 5.711395576624171
lites 5.710933741619386
melas 5.710930031658095
eorls 5.708966133028128
hales 5.7089556294858825
yales 5.708599068701724
lines 5.707549053579365
tains 5.7059428694087915
peals 5.705647744461392
names 5.703398885297233
meals 5.702914252118942
samel 5.702079631716849
paris 5.700932608711047
salep 5.700432620934687
noias 5.6986775489299415
telos 5.698581485006464
rased 5.698386634133723
naios 5.697887742983625
stale 5.6970835640090325
larns 5.695347782930899
gales 5.69531186673796
tiare 5.69519623009235
liers 5.693642101168264
bales 5.693533458385732
peats 5.692199641943508
cires 5.689190806136647
meats 5.68889500238691
serac 5.688810289401647
earst 5.688683812869725
ropes 5.6886466268936635
stear 5.687887772792381
senor 5.687585238640567
dries 5.6864253436756265
deans 5.686269170970373
artis 5.685349052387976
sitar 5.684869535705832
deros 5.6846381348014665
napes 5.684620569163978
arnis 5.683977786398062
arils 5.683266575053937
teads 5.682642271458295
carse 5.682396732285413
hears 5.679813465985646
pries 5.678872702083172
claes 5.678755676547889
leads 5.675300707603694
yores 5.675103379342918
samen 5.675070226224025
moras 5.67467027297017
ureas 5.672471099669444
years 5.672343212506216
sabre 5.672012075743646
raids 5.671992933337767
sired 5.670224563091278
doles 5.6699901257846825
nerts 5.669838399502986
scrae 5.6695904939033905
satem 5.669195528904717
teins 5.66755132039709
sager 5.667016388985627
nails 5.6660923641706455
silen 5.665955607643419
gores 5.665503618810192
hates 5.665502224382282
bores 5.665416972898827
metas 5.665013082257032
gears 5.664235291420184
bears 5.664133231430176
yates 5.663898833424004
sarod 5.663832661091978
fares 5.663174867894057
amies 5.66251658357674
rents 5.662384026616742
kales 5.662017250933661
pairs 5.661920788976086
stane 5.661788197572944
peris 5.660608909689126
wares 5.660558551501582
poles 5.660111826423234
lotas 5.659075753778691
banes 5.658859821070717
maser 5.658187728796517
peans 5.657702012187721
lures 5.657283708505772
nites 5.65717159347183
meris 5.657045603049771
means 5.656275910491757
moles 5.656162949085317
mairs 5.656057305580895
snore 5.655991197583372
saber 5.655468655568528
rides 5.653241207103164
loans 5.653209502110961
bates 5.650750948588578
orals 5.6504813373400635
tinas 5.648187190127304
gates 5.647859363724547
saint 5.646794884913551
spaer 5.6459643055896205
roads 5.645897416839644
almes 5.644340013837192
tepas 5.643274665515356
trues 5.64225568762486
teams 5.641960323578125
taler 5.64195620360695
tabes 5.6417563801345985
lenis 5.640956514358879
rules 5.640667382419014
loris 5.639848864268975
tiros 5.639225955389674
rimes 5.639053370624427
store 5.638389928168674
least 5.637639855322969
lenos 5.636563493882827
natis 5.636344621504753
toise 5.636247453028967
tians 5.635886350233113
darts 5.63503335845051
doers 5.635013843076869
paise 5.63480793782903
spare 5.634330937492494
cries 5.6342331328594275
loser 5.633220005170226
leaps 5.632853991789545
ramse 5.632813117897137
kores 5.632646305537388
leams 5.631306244027489
kanes 5.630420597816348
salto 5.630336783714698
reaks 5.629943939887121
riots 5.629632700765465
caser 5.629430872291088
maise 5.629228177448773
roils 5.628212356612214
moars 5.627226197109822
saker 5.626400496357767
orans 5.623674596208015
alose 5.623308568290131
ripes 5.622718838717989
darls 5.6216561936691445
pones 5.621101059696981
acies 5.620779560255656
runes 5.619119765134454
ceros 5.61835563784946
stire 5.617942705732552
ramis 5.617802706564878
nelis 5.617432929717259
terai 5.616844901694308
dotes 5.616407032556443
auris 5.616257214172175
alios 5.616001265675474
coles 5.615454770182398
litas 5.614586579059985
noels 5.614414012504537
ratel 5.613956777142331
trans 5.6137588731292825
rotis 5.613550708458123
potes 5.612119068850734
